,0,1,2,3,4,5,6
19,Willy Wonka & the Chocolate Factory,(1971),G,100 min,"Family, Fantasy, Musical",7.8,"
A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory."
20,Mary Poppins,(1964),G,139 min,"Comedy, Family, Fantasy",7.8,"
In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
21,Cabaret,(1972),---,124 min,"Drama, Music, Musical",7.8,"
A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them."
22,All That Jazz,(1979),---,123 min,"Drama, Music, Musical",7.8,"
Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer."
23,Duck Soup,(1933),---,69 min,"Comedy, Musical",7.8,"
Rufus T. Firefly is named the dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of his wealthy backer Mrs. Teasdale, contending with two inept spies who can't seem to keep straight which side they're on."
24,Les parapluies de Cherbourg,(1964),---,91 min,"Drama, Musical, Romance",7.8,"
A young woman separated from her lover by war faces a life-altering decision."
25,A Night at the Opera,(1935),---,96 min,"Comedy, Music, Musical",7.8,"
A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies."
26,Veer-Zaara,(2004),---,192 min,"Drama, Family, Musical",7.8,"
""Veer-Zaara"" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever."
27,Tangled,(2010),G,100 min,"Animation, Adventure, Comedy",7.7,"
The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
28,"South Park: Bigger, Longer & Uncut",(1999),16+,81 min,"Animation, Comedy, Fantasy",7.7,"
When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame."
29,Fantasia,(1940),---,124 min,"Animation, Family, Fantasy",7.7,"
A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred."
30,Hedwig and the Angry Inch,(2001),R,95 min,"Comedy, Drama, Music",7.7,"
A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs."
31,The Muppet Christmas Carol,(1992),---,85 min,"Comedy, Drama, Family",7.7,"
The Muppets present their own touching rendition of Charles Dickens' classic tale."
32,Moana,(I) (2016),G,107 min,"Animation, Adventure, Comedy",7.6,"
In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right."
33,Guillermo del Toro's Pinocchio,(2022),7+,117 min,"Animation, Drama, Family",7.6,"
A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child."
34,Moulin Rouge!,(2001),13+,127 min,"Drama, Musical, Romance",7.6,"
A poor Bohemian poet in 1890s Paris falls for a beautiful courtesan and nightclub star coveted by a jealous duke."
35,The Little Mermaid,(1989),G,83 min,"Animation, Adventure, Family",7.6,"
A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love."
36,Mulan,(1998),G,87 min,"Animation, Adventure, Comedy",7.6,"
To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
37,The Jungle Book,(1967),G,78 min,"Animation, Adventure, Comedy",7.6,"
Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization."
38,West Side Story,(1961),7+,153 min,"Crime, Drama, Musical",7.6,"
Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
39,Snow White and the Seven Dwarfs,(1937),Approved,83 min,"Animation, Adventure, Family",7.6,"
Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household."
40,The Muppet Movie,(1979),---,95 min,"Adventure, Comedy, Family",7.6,"
Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
41,Baazigar,(1993),---,175 min,"Crime, Drama, Musical",7.6,"
A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive."
42,The Greatest Showman,(2017),13A,105 min,"Biography, Drama, Musical",7.5,"
Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation."
43,Les Misérables,(2012),13+,158 min,"Drama, Musical, Romance",7.5,"
In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
44,"tick, tick...BOOM!",(2021),13+,120 min,"Biography, Comedy, Drama",7.5,"
On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City."
45,Robin Hood,(1973),---,83 min,"Animation, Adventure, Comedy",7.5,"
The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals."
46,Hair,(1979),---,121 min,"Comedy, Drama, Musical",7.5,"
Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
47,Pinocchio,(1940),G,88 min,"Animation, Adventure, Comedy",7.5,"
A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy."
48,The Meaning of Life,(1983),---,107 min,"Comedy, Musical",7.5,"
The comedy team takes a look at life in all of its stages in their own uniquely silly way."
49,Kuch Kuch Hota Hai,(1998),---,177 min,"Comedy, Drama, Musical",7.5,"
During their college years, Anjali was in love with her best-friend Rahul, but he had eyes only for Tina. Years later, Rahul and the now-deceased Tina's eight-year-old daughter attempts to reunite her father and Anjali."
50,Meet Me in St. Louis,(1944),---,113 min,"Comedy, Drama, Family",7.5,"
Young love and childish fears highlight a year in the life of a turn-of-the-century family."
51,A Hard Day's Night,(1964),G,87 min,"Comedy, Musical",7.5,"
Over two ""typical"" days in the life of The Beatles, the boys struggle to keep themselves and Sir Paul McCartney's mischievous grandfather in check while preparing for a live TV performance."
52,Devdas,(I) (2002),---,185 min,"Drama, Musical, Romance",7.5,"
After his wealthy family prohibits him from marrying the woman he is in love with, Devdas Mukherjee's life spirals further and further out of control as he takes up alcohol and a life of vice to numb the pain."
53,The Many Adventures of Winnie the Pooh,(1977),---,74 min,"Animation, Adventure, Comedy",7.5,"
In this collection of animated shorts based on the stories and characters by A.A. Milne, Winnie the Pooh, a honey-loving teddy bear, embarks on some eccentric adventures."
54,White Christmas,(1954),---,120 min,"Comedy, Musical, Romance",7.5,"
A successful song-and-dance team become romantically involved with a sister act and team up to save the failing Vermont inn of their former commanding general."
55,Sing 2,(2021),G,110 min,"Animation, Adventure, Comedy",7.4,"
Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show."
56,Frozen,(I) (2013),G,102 min,"Animation, Adventure, Comedy",7.4,"
When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
57,The Rocky Horror Picture Show,(1975),---,100 min,"Comedy, Horror, Musical",7.4,"
A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter."
58,Oliver!,(1968),---,153 min,"Drama, Family, Musical",7.4,"
After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor in 1830s London."
59,Kabhi Khushi Kabhie Gham...,(2001),---,210 min,"Drama, Musical, Romance",7.4,"
After marrying a poor woman, rich Rahul is disowned by his father and moves to London to build a new life. Years later, his now-grown younger brother Rohan embarks on a mission to bring Rahul back home and reunite the family."
60,The King and I,(1956),---,133 min,"Biography, Drama, Musical",7.4,"
A widow accepts a job as a live-in governess to the King of Siam's children."
61,Yellow Submarine,(1968),---,88 min,"Animation, Adventure, Comedy",7.4,"
The Beatles agree to accompany Captain Fred in his yellow submarine and go to Pepperland to free it from the music-hating Blue Meanies."
62,The Ballad of Buster Scruggs,(2018),15+,133 min,"Comedy, Drama, Musical",7.3,"
Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters."
63,Hercules,(1997),G,93 min,"Animation, Adventure, Comedy",7.3,"
The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it."
64,Labyrinth,(1986),13+,101 min,"Adventure, Family, Fantasy",7.3,"
Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth."
65,Rocketman,(I) (2019),15+,121 min,"Biography, Drama, Musical",7.3,"
A musical fantasy about the fantastical human story of Elton John's breakthrough years."
66,Sweeney Todd: The Demon Barber of Fleet Street,(2007),18+,116 min,"Drama, Horror, Musical",7.3,"
The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett."
67,In the Heights,(2021),PG-13,143 min,"Drama, Musical, Romance",7.3,"
A film version of the Broadway musical in which Usnavi, a sympathetic New York bodega owner, saves every penny every day as he imagines and sings about a better life."
68,Peter Pan,(1953),G,77 min,"Animation, Adventure, Family",7.3,"
Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan."
69,Jesus Christ Superstar,(1973),---,106 min,"Drama, History, Musical",7.3,"
Film version of the musical stage play, presenting the last few weeks of Christ's life told in an anachronistic manner."
70,Alice in Wonderland,(1951),---,75 min,"Animation, Adventure, Comedy",7.3,"
Alice stumbles into the world of Wonderland. Will she get home? Not if the Queen of Hearts has her way."
71,Corpse Bride,(2005),7+,77 min,"Animation, Drama, Family",7.3,"
When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
72,Seven Brides for Seven Brothers,(1954),---,102 min,"Comedy, Drama, Musical",7.3,"
In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
73,Cinderella,(1950),G,74 min,"Animation, Family, Fantasy",7.3,"
When Cinderella's cruel stepmother prevents her from attending the Royal Ball, she gets some unexpected help from the lovable mice Gus and Jaq and from her Fairy Godmother."
74,Across the Universe,(2007),7+,133 min,"Drama, Fantasy, History",7.3,"
The music of The Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist."
75,Lady and the Tramp,(1955),G,76 min,"Animation, Adventure, Comedy",7.3,"
The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt."
76,The Brave Little Toaster,(1987),---,90 min,"Animation, Adventure, Family",7.3,"
A group of dated appliances embark on a journey to the city to find their master after being abandoned in a cabin in the woods."
77,Encanto,(2021),G,102 min,"Animation, Comedy, Family",7.2,"
A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers."
78,Grease,(1978),13+,110 min,"Comedy, Musical, Romance",7.2,"
Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?"
79,The Phantom of the Opera,(2004),13+,143 min,"Drama, Musical, Romance",7.2,"
A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House."
80,West Side Story,(2021),10+,156 min,"Crime, Drama, Musical",7.2,"
An adaptation of the 1957 musical, West Side Story explores forbidden love and the rivalry between the Jets and the Sharks, two teenage street gangs of different ethnic backgrounds."
81,The Prince of Egypt,(1998),PG,99 min,"Animation, Adventure, Drama",7.2,"
Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people."
82,Chicago,(2002),13A,113 min,"Comedy, Crime, Musical",7.2,"
Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention."
83,Sleeping Beauty,(1959),G,75 min,"Animation, Adventure, Family",7.2,"
After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies."
84,The Book of Life,(2014),PG,95 min,"Animation, Adventure, Comedy",7.2,"
Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears."
85,An American in Paris,(1951),---,114 min,"Drama, Musical, Romance",7.2,"
Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman."
86,Dumbo,(1941),G,64 min,"Animation, Adventure, Drama",7.2,"
Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential."
87,Yeh Jawaani Hai Deewani,(2013),---,160 min,"Comedy, Drama, Musical",7.2,"
Kabir and Naina bond during a trekking trip. Before Naina can express herself, Kabir leaves India to pursue his career. They meet again years later, but he still cherishes his dreams more than bonds."
88,Beauty and the Beast,(I) (2017),13A,129 min,"Adventure, Family, Fantasy",7.1,"
A selfish Prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
89,Sing,(2016),G,108 min,"Animation, Comedy, Family",7.1,"
In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same."
90,The Princess and the Frog,(2009),---,97 min,"Animation, Adventure, Comedy",7.1,"
A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him."
91,Little Shop of Horrors,(1986),PG-13,94 min,"Comedy, Horror, Musical",7.1,"
A nerdy florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed."
92,Enchanted,(2007),G,107 min,"Animation, Adventure, Comedy",7.1,"
A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer."
93,Anastasia,(1997),---,94 min,"Animation, Adventure, Drama",7.1,"
The last surviving child of the Russian Royal Family joins two con men to reunite with her grandmother, the Dowager Empress, while the undead Rasputin seeks her death."
94,The AristoCats,(1970),---,78 min,"Animation, Adventure, Comedy",7.1,"
With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country."
95,The Muppets,(2011),PG,120 min,"Adventure, Comedy, Family",7.1,"
A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures."
96,The Sword in the Stone,(1963),---,79 min,"Animation, Adventure, Comedy",7.1,"
A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history."
97,Winnie the Pooh,(2011),---,63 min,"Animation, Adventure, Comedy",7.1,"
While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson."
98,The Great Mouse Detective,(1986),G,74 min,"Animation, Adventure, Family",7.1,"
Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan."
99,Gentlemen Prefer Blondes,(1953),---,91 min,"Comedy, Musical, Romance",7.1,"
Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fiancé, as well as a rich, enamored old man and many other doting admirers."
100,Fantasia 2000,(1999),---,75 min,"Animation, Family, Fantasy",7.1,"
An update of the original film with new interpretations of great works of classical music."
101,The Hunchback of Notre Dame,(1996),---,91 min,"Animation, Drama, Family",7.0,"
A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer."
102,Bedknobs and Broomsticks,(1971),---,117 min,"Animation, Adventure, Comedy",7.0,"
An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II."
103,Funny Face,(1957),---,103 min,"Comedy, Musical, Romance",7.0,"
An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk."
104,8 femmes,(2002),R,111 min,"Comedy, Crime, Musical",7.0,"
One murdered man, eight women, each seeming to be eager than the others to know the truth. Gimme, gimme, gimme some clues to make up my mind. And eventually enter the truth. Oh, thou cruel woman!"
105,Mohabbatein,(2000),---,216 min,"Drama, Musical, Romance",7.0,"
A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples."
106,Main Hoon Na,(2004),---,182 min,"Action, Comedy, Drama",7.0,"
An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother."
107,Aashiqui 2,(2013),---,132 min,"Drama, Music, Musical",7.0,"
Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star."
108,Aladdin,(2019),7A,128 min,"Adventure, Comedy, Family",6.9,"
A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true."
109,Rio,(2011),G,96 min,"Animation, Adventure, Comedy",6.9,"
When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
110,Chitty Chitty Bang Bang,(1968),---,144 min,"Adventure, Family, Fantasy",6.9,"
A down-on-his-luck inventor turns a broken-down Grand Prix car into a fancy vehicle for his children, and then they go off on a magical fantasy adventure to save their grandfather in a far-off land."
111,A Goofy Movie,(1995),G,78 min,"Animation, Adventure, Comedy",6.9,"
When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
112,The Road to El Dorado,(2000),G,89 min,"Animation, Adventure, Comedy",6.9,"
Two swindlers get their hands on a map to the fabled city of gold, El Dorado."
113,An American Tail,(1986),---,80 min,"Animation, Adventure, Comedy",6.9,"
While emigrating to the United States, a young Russian mouse gets separated from his family and must relocate them while trying to survive in a new country."
114,Muppet Treasure Island,(1996),---,99 min,"Action, Adventure, Comedy",6.9,"
The Muppets' twist on the classic tale."
115,The Lion King,(2019),13A,118 min,"Animation, Adventure, Drama",6.8,"
After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery."
116,Frozen II,(2019),10A,103 min,"Animation, Adventure, Comedy",6.8,"
Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom."
117,History of the World: Part I,(1981),---,92 min,"Comedy, History, Musical",6.8,"
Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes."
118,Tenacious D in The Pick of Destiny,(2006),R,94 min,"Adventure, Comedy, Music",6.8,"
To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum."
119,Meet the Robinsons,(2007),G,95 min,"Animation, Adventure, Comedy",6.8,"
Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
120,Brother Bear,(2003),---,85 min,"Animation, Adventure, Comedy",6.8,"
When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back."
121,Rent,(2005),PG-13,135 min,"Drama, Musical, Romance",6.8,"
This is the film version of the Pulitzer and Tony Award winning musical about Bohemians in the East Village of New York City struggling with life, love and AIDS, and the impacts they have on America."
122,Charlie and the Chocolate Factory,(2005),7+,115 min,"Adventure, Comedy, Family",6.7,"
A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker."
123,Hairspray,(2007),G,117 min,"Comedy, Drama, Musical",6.7,"
Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show."
124,Robin Hood: Men in Tights,(1993),PG-13,104 min,"Adventure, Comedy, Musical",6.7,"
A spoof of Robin Hood in general, and Robin Hood: Prince of Thieves (1991) in particular."
125,Pocahontas,(I) (1995),G,81 min,"Animation, Adventure, Drama",6.7,"
An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia."
126,Mary Poppins Returns,(2018),7+,130 min,"Adventure, Comedy, Family",6.7,"
A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives."
127,All Dogs Go to Heaven,(1989),---,84 min,"Animation, Adventure, Comedy",6.7,"
A canine angel, Charlie, sneaks back to earth from heaven but ends up befriending an orphan girl who can speak to animals. In the process, Charlie learns that friendship is the most heavenly gift of all."
128,Popstar: Never Stop Never Stopping,(2016),R,87 min,"Comedy, Drama, Music",6.7,"
When it becomes clear that his solo album is a failure, a former boy band member does everything in his power to maintain his celebrity status."
129,James and the Giant Peach,(1996),PG,79 min,"Animation, Adventure, Family",6.7,"
An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City."
130,Om Shanti Om,(2007),16+,162 min,"Action, Comedy, Drama",6.7,"
In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life."
131,Everyone Says I Love You,(1996),R,101 min,"Comedy, Musical, Romance",6.7,"
A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged."
132,Mamma Mia! Here We Go Again,(2018),7+,114 min,"Comedy, Musical, Romance",6.6,"
Five years after the events of Mamma Mia! (2008), Sophie prepares for the grand reopening of the Hotel Bella Donna as she learns more about her mother's past."
133,Annie,(1982),G,126 min,"Comedy, Drama, Family",6.6,"
A spunky young orphan is taken in by a rich eccentric, much to the chagrin of the cantankerous woman who runs the orphanage."
134,Spirited,(2022),PG-13,127 min,"Comedy, Family, Musical",6.6,"
A musical version of Charles Dickens's story of a miserly misanthrope who is taken on a magical journey."
135,The Lego Movie 2: The Second Part,(2019),7+,107 min,"Animation, Action, Adventure",6.6,"
It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild."
136,Dreamgirls,(2006),PG-13,130 min,"Drama, Music, Musical",6.6,"
A trio of black female soul singers cross over to the pop charts in the early 1960s, facing their own personal struggles along the way."
137,Oliver & Company,(1988),---,74 min,"Animation, Adventure, Comedy",6.6,"
A lost and alone kitten joins a gang of dogs engaged in petty larceny in New York City."
138,The Polar Express,(2004),7+,100 min,"Animation, Adventure, Comedy",6.6,"
On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas."
139,Smallfoot,(2018),PG,96 min,"Animation, Adventure, Comedy",6.6,"
High up on a mountain peak surrounded by clouds, a secret Yeti society lives in peace and harmony. One day, a Yeti witnesses an airplane crash; Inside lies ""Smallfoot"", a legendary creature that will rock the society to its core."
140,Mamma Mia!,(2008),G,108 min,"Comedy, Musical, Romance",6.5,"
The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA."
141,FernGully: The Last Rainforest,(1992),---,76 min,"Animation, Adventure, Family",6.5,"
The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus."
142,Cry-Baby,(1990),G,85 min,"Comedy, Musical",6.5,"
In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge."
143,Hoodwinked!,(2005),PG,80 min,"Animation, Adventure, Comedy",6.5,"
Little Red Riding Hood, the Wolf, the Woodsman, and Granny all tell the police the events that led up to their encounter."
144,An American Tail: Fievel Goes West,(1991),---,75 min,"Animation, Adventure, Family",6.5,"
Fievel's family decides to move out to the West, unaware that they are falling into a trap perpetrated by a smooth-talking cat."
145,The Lorax,(2012),PG,86 min,"Animation, Adventure, Comedy",6.4,"
A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
146,Trolls,(2016),G,92 min,"Animation, Adventure, Comedy",6.4,"
After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends."
147,Burlesque,(I) (2010),PG-13,119 min,"Drama, Music, Musical",6.4,"
A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer."
148,Happy Feet,(2006),7+,108 min,"Animation, Adventure, Comedy",6.4,"
Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!"
